"","j_AFFGEOID","sc_pctAgriculture","lag_spctAgriculture","LSAcl_.pctAgriculture","sc_pctConstruction","lag_spctConstruction","LSAcl_.pctConstruction","sc_pctManuf","lag_spctManuf","LSAcl_.pctManuf","sc_pctWholesale","lag_spctWholesale","LSAcl_.pctWholesale","sc_pctRetail","lag_spctRetail","LSAcl_.pctRetail","sc_pctTransport","lag_spctTransport","LSAcl_.pctTransport","sc_pctInfo","lag_spctInfo","LSAcl_.pctInfo","sc_pctFinReal","lag_spctFinReal","LSAcl_.pctFinReal","sc_pctProfSci","lag_spctProfSci","LSAcl_.pctProfSci","sc_pctEduHealth","lag_spctEduHealth","LSAcl_.pctEduHealth","sc_pctArtsEntFood","lag_spctArtsEntFood","LSAcl_.pctArtsEntFood","sc_pctOtherServ","lag_spctOtherServ","LSAcl_.pctOtherServ","sc_pctPubAdmin","lag_spctPubAdmin","LSAcl_.pctPubAdmin"
"11","5001300US0616",4.36484967035967,2.84461297907113,1,-0.0339645319428804,0.11994573481969,5,-0.107307902495601,-0.235995445292445,5,0.705605377808797,0.955333588073891,1,-0.16456135497428,0.00442385271882896,5,0.160933967023503,-0.391840963430074,5,-0.936400645730195,-0.441208038640608,5,-1.25470123906753,-0.751936534657638,2,-0.7558442184144,-0.180441605268055,5,-0.541159788096442,-0.540380790460709,5,-0.346121037292779,-0.0674450948570238,5,-0.275898369302116,-0.160341124962153,5,0.211796988765964,0.200314832797768,5
"12","5001300US0646",-0.44378944959242,-0.61437923899535,5,0.984205680391652,-0.762836435709409,5,1.0941164091453,0.422098014245658,5,0.651952970455788,2.05171300560805,1,0.0229451011736681,-0.233997977583922,5,-1.18118575179518,-0.567061683037425,5,-0.691234077808945,0.248898280949537,5,-0.309840969936385,1.09322466282529,5,0.618877174978018,0.840243118207193,5,-1.65953290372727,-0.525888450517499,2,1.55138538924387,0.0676929147577323,5,1.90921921970813,0.232903982462823,5,-1.11321715663664,-0.664131980917991,5
"13","5001300US0637",-0.596467627562434,-0.559416836962906,5,-0.747208356633222,-0.253401923104964,5,-0.847388325913947,0.495994515924971,5,-0.529350825936618,1.5629122753151,5,-1.40069112440154,-0.3452385959303,5,-0.579169524970319,0.453426912041695,5,4.38939577123959,1.98032560090197,1,-0.122564487754909,-0.26603730332492,5,1.45067280483365,0.538875211372117,5,0.0685661911964751,-0.902558933237889,5,0.899533250661933,0.465473005098888,5,2.18061688534302,1.59676340461332,1,-0.775094690751797,-0.915991864242755,5
"14","5001300US0633",-0.674905322186814,-0.304552312251694,5,-1.96801444211634,-0.428614891654295,2,-0.286252716343581,-0.0850201035733803,5,1.01709739976819,0.500804681332971,5,-1.71403445997362,-0.489749021500616,2,-1.35764786068101,0.0652522103468946,5,6.10923123465854,2.8513018458563,1,1.57792834058906,-0.0558725840011006,5,2.1643271389824,0.673499403700528,1,-0.269103978296891,-0.656590704657125,5,-0.105437365321574,0.632710841580503,5,-0.89848316693341,1.88980927685364,5,-1.02664473132156,-0.750731240683184,2
"15","5001300US0615",-0.624572135853149,-0.0959801314121636,5,-0.272282756685732,-0.0375708238842538,5,0.538461485785568,0.276894764455564,5,1.12237678201634,0.162819872110202,5,-0.313968061589308,-0.366881844311162,5,0.305269587693376,-0.0372923028561075,5,1.00266168449047,0.676570904131508,1,0.207441830579855,-0.108985148210937,5,1.68586006273457,1.14861016744298,1,-0.82396753632034,-0.345282778531005,5,-0.495137405522645,-0.291460359132728,5,-0.612608866809516,0.136018637545784,5,-0.631955145173737,-0.476451788642832,5
"16","5001300US1802",-0.107675698848384,-0.169220666578096,5,-0.740897462219191,-0.404310987030716,5,3.19501084984534,1.80956424406615,1,0.0378999756252747,-0.179332005704592,5,-0.365353447364929,-0.12056328761045,5,-0.262453629114985,0.0106925372843496,5,-0.876098602846805,-0.461152205170278,5,-0.858459617408951,-0.448291053030474,5,-1.20058500912583,-0.695601526147897,2,-0.0232314124314462,0.176169418821124,5,-0.384737800691473,-0.149854526812389,5,-0.284678132411095,-0.112094544228785,5,-0.945215510888598,-0.727239911641418,5
"17","5001300US1809",-0.270542780776426,-0.156296671742299,5,0.0078903318185134,-0.0354027937482257,5,1.26848331276276,1.20680926697364,1,-0.664067339483222,-0.0292992514736686,5,-0.0842729418059132,0.0319561099744256,5,0.450995714057059,0.853642212813956,5,-0.549868132775112,-0.439872868533818,5,-0.575450340035912,-0.377648199886141,5,-0.802515468358265,-0.70064839855207,5,0.327653478441617,0.103712741570628,5,0.225955501117002,-0.13918646707992,5,-0.341575278300216,-0.219863821533827,5,-0.311182916693674,-0.40775975315797,5
"18","5001300US1806",-0.0558144717512668,-0.395415291738106,5,0.0278291984349768,-0.425147189965848,5,2.29245348572525,1.23657081838584,1,-0.557264850009444,0.24631521127173,5,-0.0833242965773327,0.136544963782698,5,-0.125550363667174,0.265754414964712,5,-1.02346998121495,-0.291795946485653,5,-0.940464698773271,-0.053084177264144,5,-1.08838043496766,-0.355297024299236,5,0.165443351368054,0.00970369829475577,5,-0.096974575964328,-0.0430541008636365,5,-0.299958100287226,-0.395820128035429,5,-0.621737456455713,-0.496340684638124,5
"19","5001300US1808",0.40731746244031,0.448534286507556,5,0.221885255792163,0.214107078572475,5,1.84657796021272,1.375250016843,1,-0.551905744544155,-0.404339145963424,5,0.29155805669284,0.121926585309549,5,0.288373500451504,0.504951095892857,5,-0.523630127002919,-0.638689938396848,5,-0.969612258057284,-0.841804769985773,2,-1.08122091785767,-1.11381651321086,2,-0.104720544319215,0.325937838419553,5,-0.447776047561977,-0.418705808513595,5,0.247289652385951,-0.116540137134233,5,-0.421082962109036,-0.291610171063697,5
"20","5001300US0653",-0.635892524122985,-0.121684939017229,5,-0.695327070073446,0.0829287652744529,5,-0.735245554378709,-0.197971462303198,5,-0.612493122621157,-0.266187674563939,5,-0.116420695754642,0.092054397764389,5,-0.401718763574291,-0.678190103197134,5,0.177006962915954,0.0244091438526304,5,-0.0316571579590069,-0.0594946827958763,5,0.727562355628119,0.864690952941669,5,0.187924598726247,-0.524833556782023,5,0.93131669970525,0.615484878399711,5,0.560056962983612,0.455357887573756,5,1.04582026679669,0.363839128408217,5
"21","5001300US0647",-0.571914359420666,-0.555257527967957,5,-0.428466691523112,-0.117123153332208,5,0.35710016211831,0.74224973608908,5,1.26999653530709,2.20819652496668,1,-0.32884907054218,-0.0660946374585759,5,0.546889772571086,0.498783841169868,5,0.110407687131479,-0.158169404517864,5,0.0166462675663287,0.149798426090804,5,0.230787812455784,0.310231735975298,5,-0.29095239272512,-0.838349925392491,5,0.485750376410569,0.258310177694823,5,1.05990968728183,0.834594468269367,1,-0.45017410326927,-0.697472329215995,5
"22","5001300US0631",-0.518429496267766,-0.247796248039577,5,0.197055019384473,0.576924409540037,5,-0.166549564676757,-0.321345272843409,5,0.924049286527083,0.973138983485551,1,0.525728484618432,0.646309086958994,5,1.37310956146295,0.878932613353573,1,-0.624363447013336,-0.21720384364985,5,-0.588283467409176,-0.488126922128319,5,-0.514381499252095,-0.132378507958987,5,0.737240497745269,-0.259728886878643,5,-0.180655906744365,0.4870158139426,5,0.272156984569403,0.677878492737591,5,0.173151708432582,0.163225840592664,5
"23","5001300US0603",1.28517992697197,0.0808912626681873,5,0.119920545290319,0.335387942859928,5,-0.642322496134763,-0.749802381074822,5,-0.0633109556961188,-0.171564324135953,5,0.383254849343401,0.0214465492794468,5,-0.012352440940582,-0.259136514997147,5,-0.678083891812741,0.108875945916611,5,-0.651021224213779,0.384275248887391,5,-0.490362719984063,0.340751845402269,5,0.487130669131509,-0.0640112858707954,5,-0.0819049254003331,0.118907786584016,5,-0.715768539067951,0.366360613965419,5,1.2968722537588,0.948571510458463,1
"24","5001300US0621",10.2090435386674,3.08116414954449,1,-0.714668435229058,-0.191553477574812,5,-0.797031528678587,-0.649241427568944,5,1.66612632601646,0.559327397491637,1,-0.992957065512682,-0.0947040639653479,5,-0.0650933637686679,-0.387363030426084,5,-1.41192634750621,-0.621531442385716,2,-1.86496089896652,-0.822253356741252,2,-1.36057455443475,-0.398918202880229,5,-1.42058217367205,-0.0801891326105454,5,-0.739048727650717,0.0684545366672234,5,-1.25904755560829,-0.0396628062808368,5,0.403810507461691,0.602881181767274,5
"25","5001300US0648",-0.623909451167339,-0.492979387691967,5,-0.878947323818495,-0.154422623206669,5,0.398931193894467,0.481887895758137,5,1.55774241780681,1.01891404792974,1,-0.132599553484066,-0.19353009341513,5,-1.01145871328777,-0.822880600041501,2,0.303903841604565,0.0776102315439036,5,1.79000094528276,0.492962410317895,1,1.3034808998361,0.990738702078512,1,-1.02361857169865,-0.805239986610197,2,0.164557529649557,0.462984622863259,5,0.808930215358703,0.669220378662778,5,-0.967038531525992,-0.620015776776612,5
"26","5001300US0610",1.15422327996095,0.811316116934007,1,0.739455476768729,0.317294922730558,5,0.427602808715189,0.115086282805314,5,2.28579639854919,0.426381967148691,1,0.872242234200117,-0.0515390531541975,5,0.375642731629176,-0.0129664896876982,5,-0.524632426505613,0.125318397180515,5,-1.08537064111258,-0.278394996869154,5,-0.458738083892668,0.418143481811645,5,-0.405870456966746,-0.564096009430598,5,-0.480005403958361,-0.123500673929556,5,-0.268749457230929,-0.0800866605068768,5,-0.285382165322336,0.0458390199433977,5
"27","5001300US0501",1.33124850109773,0.29338815413716,5,0.264572684460749,0.165587715704977,5,1.04473427668349,0.511479421478118,5,-0.151563244727353,-0.0646111010977439,5,0.528694360947596,0.597397561081567,5,0.79483229140689,1.13854171397836,1,-0.771047764405805,-0.608304627166175,5,-1.10914420312944,-0.714591189948924,2,-1.39805293099883,-0.965224825301685,2,0.287881821320509,0.401221881448472,5,-0.684524465460206,-0.374713275690697,5,-0.13173280091334,0.0337460950718893,5,-0.0897999800949174,0.130998083374732,5
"28","5001300US0503",0.0441378259505505,0.699166525088569,5,0.157826564471615,0.402766267128211,5,1.28667886372551,0.626839445575333,1,-0.0445023863397049,-0.263956609187673,5,2.62580838849571,0.499997093045044,1,0.288159486423135,0.442618595158108,5,-0.815456333646182,-0.473134002021254,5,-0.876201473145979,-0.78171102987379,2,-0.73011819321998,-1.17127486258769,2,-0.385419787949005,0.439674810551855,5,-0.271581073707897,-0.34808931566925,5,-0.154727548854781,-0.0248773865314855,5,-0.978687488261401,0.101130906658971,5
"29","5001300US0504",1.03673732954176,0.813983495595433,1,0.426367332158171,0.58567129909711,5,1.47870050530711,0.263659137320701,5,-0.525546032949604,-0.214238087979954,5,0.381642110608973,0.66326090314012,5,0.267710986730336,0.399192402736583,5,-0.94037060671501,-0.522358950617046,5,-1.15422811201371,-0.656526421758652,2,-1.41885094292414,-1.01840055145402,2,0.243725404672605,0.382005661800973,5,-0.73995688506918,-0.397829719144371,5,-0.193928160842973,0.139386425214322,5,0.142843378362192,0.214095707761522,5
"30","5001300US0502",-0.161956837984099,0.804041218863349,5,0.545115374706935,0.282922193696845,5,-0.554244105279374,1.27003788190537,5,0.00789070395306657,-0.240537221338887,5,0.330201226785959,1.17871495335076,5,0.307198262554755,0.450234254853454,5,0.635588774561787,-0.842291568255665,5,0.0889356783301539,-1.04652459609638,5,-0.590341063245159,-1.18234068904765,5,0.790994127422439,0.0487291460147029,5,-0.264029923477391,-0.565354141412427,5,-0.0819229574104913,-0.160129503537031,5,0.518650726212531,-0.308548029998042,5
"31","5001300US1801",-0.57087206614141,-0.229992390229984,5,0.111358143763157,-1.19165304186777,5,1.2902826474334,0.991277115370637,1,-0.705989877481894,-1.01226710504693,5,0.0690779446070774,-1.51293456003378,5,1.1197915502635,-0.193363219276991,5,-0.521045336289934,-0.908090326106228,5,-0.727428524826817,-1.07277927289985,2,-0.780561896963123,-1.29693873453484,2,0.145882226883957,-0.634553703764651,5,0.428174396914149,-0.932683748803332,5,0.0292814295491614,-1.18872838420967,5,-0.582361819281904,-0.89365096963014,5
"32","5001300US0634",-0.585280283884499,-0.589127338354718,5,0.783688581552877,-0.862475165453714,5,0.360243159975008,-0.151455329419134,5,1.18490933158359,1.18955449789148,1,-0.183820589716888,-0.831167912838122,5,-0.518123659307887,-0.354152737148018,5,1.57088475684899,3.76555252119092,1,-0.723620327595394,0.180721562466617,5,0.193377089253053,0.953389854439785,5,-1.31811089846021,-0.375493077652097,5,1.46726117095978,0.409901652894938,5,4.00355882279974,1.36248242252483,1,-1.02195991321537,-0.757770028014851,2
"33","5001300US0652",-0.685859261836045,-0.156999072043477,5,-1.65558215713641,0.245298268123663,5,0.12954864161997,-0.363071839803695,5,-0.943548986831551,0.145021393359163,5,-0.971832447767117,0.217047704252782,5,-1.39204550130874,-0.532862007107968,5,1.05941360256685,-0.0928540210133343,5,0.785475208811063,-0.121818177819464,5,2.30254164878152,0.639389245743238,1,-0.0666938721765301,-0.560469792276381,5,-0.00456740921385665,0.776692471851052,5,-0.658322815291663,0.736075860141386,5,0.0215822652018204,0.504893088096205,5
"34","5001300US0630",-0.657935166229387,-0.16966174825536,5,-0.830648425147944,-0.331111286325223,5,-0.627230607651169,-0.153265514643321,5,-0.338684087746707,0.354762950467908,5,-0.48613498297529,-0.574300959512458,5,-1.50089095592316,-0.859462024109773,2,5.46780994153587,3.68710232124628,1,1.44514699198214,0.459350897477471,5,1.30129137334812,0.869315681458701,1,-0.384265811844825,-0.64553714583032,5,0.43234882302926,0.307244855676701,5,1.01599040812934,1.15926120254001,1,-1.14323233490233,-0.615444879027519,5
"35","5001300US0618",-0.549352191264763,0.574813301225349,5,-0.858605075281975,-0.349198271159838,5,1.16090921507218,0.669118205235263,5,-0.497557433611976,-0.268875359173863,5,-1.28306141757885,-0.484881046178745,5,-2.04869323449456,-0.614208863276926,2,2.29000372506046,0.73905598598385,1,-0.227908110642478,-0.490114990877066,5,2.73388682358304,1.40603916035815,1,-0.226997212848725,-0.798625689303073,5,-0.790757602366617,-0.0890002915951046,5,-0.856254159882488,0.0766739683675789,5,-1.16090686605426,-0.600154372306541,5
"36","5001300US0620",3.96668469515028,3.11222990945692,1,0.00979291298837911,-0.24063988538395,5,-0.828971295460904,0.194193641200951,5,0.341679936734357,0.160121059767631,5,-0.0614724504124393,-0.530428461057743,5,-1.1525635969211,-0.756491685081841,2,-0.62953468052461,0.105557598352179,5,-1.07658436773027,-0.948572175940797,2,-0.188006578912936,0.415096732712053,5,-0.459359995660155,-0.631285410385438,5,0.679506731543918,-0.242479115586548,5,0.482436748458797,-0.361445922776749,5,0.0432506634852527,-0.266611463892504,5
"37","5001300US0642",-0.486413703467278,-0.257534552072921,5,1.52500553975006,0.349799366627459,5,0.274080834759608,0.0611407722727946,5,1.41522392997007,1.46510333515943,1,0.486761636940705,0.396259886800903,5,0.286475408862925,-0.0831750546806842,5,-0.244137872960496,-0.156998250096521,5,0.0179557089073979,0.103479682091943,5,-0.16866005427738,0.480066883227881,5,-0.701788252902115,-0.649997298293918,5,-0.128054435714349,0.358962654934636,5,-0.447202402024807,0.317812590665327,5,0.512033019945989,-0.274867167984071,5
"38","5001300US0625",-0.491860487360124,0.423773325097082,5,0.246257421336261,-0.141199503526874,5,0.230934791385505,-0.514230224770864,5,0.0471147809516003,0.130855018539229,5,-0.142494107339862,-0.198024042572068,5,-0.20945584812411,-0.461494932636574,5,2.27293768387314,1.91715977139993,1,0.617609400365071,-0.00203108753790916,5,0.102231181623771,0.3487989651551,5,-0.473145722117631,-0.263381921835364,5,-0.150528827122985,0.381607796600404,5,0.173318963601614,1.0819670487917,5,0.134049433141936,0.0273425568075396,5
"39","5001300US2204",1.57234861468973,1.23694358901127,1,0.606249052052739,1.09196177917172,1,-0.548364553603864,0.381814294195486,5,-0.283272418162866,0.00095214109900091,5,0.200112809857467,0.201762800108784,5,0.366593113654602,0.210862824502659,5,-0.504761144472592,-0.805475208656153,5,-0.832807095349216,-0.748778427307017,5,-0.979093078201931,-0.87316879636344,2,0.443798813060967,0.174937892622458,5,0.219661673906579,-0.527948811171305,5,0.517976672738727,0.398075197833421,5,0.497276610586455,-0.00864780406531727,5
"40","5001300US2202",-0.11106983938089,0.425896122437272,5,1.05189253756694,1.87612265174192,1,-0.634580101070649,-0.408699343736101,5,-0.52875805836196,0.452577983392489,5,-0.383656347705566,0.022361168608094,5,0.72288624424039,0.0513607476145161,5,-0.640090576317333,-0.485548579826759,5,-0.810088304049899,-0.209690743516394,5,-0.322319448148747,-0.0683244723376248,5,0.161325339401848,-0.181795932745808,5,1.73010339366009,0.0269610935171647,5,0.291379972280045,0.139703384453509,5,0.345298538096772,0.207002108250009,5
"41","5001300US2206",0.266368217653682,1.14449119692961,5,2.06518768778244,1.01443589667754,1,-0.120113408703351,-0.573019675438049,5,0.0769269041844123,-0.0207097034523606,5,-0.176450909327323,0.123408493020282,5,-0.321409637802622,0.327032014355801,5,-0.369270324544745,-0.628406486959007,5,-0.249220099957478,-0.562111874881593,5,-0.167050560781829,-0.526820224850662,5,-0.0185099488208915,0.182302510159033,5,-0.200236323548679,0.354036748273586,5,-0.102261923037218,0.250575949091525,5,0.38936077664443,0.250759614626798,5
"42","5001300US1901",0.712935104369305,0.89900274200226,5,0.0530183783559947,-0.277316620586923,5,1.48573275363187,1.34291330938111,1,0.110498599233028,-0.139501991456977,5,0.281669988942488,0.217279595599253,5,-0.249670578777495,-0.0604009942646739,5,-0.00604615384171993,-0.417737860865674,5,-0.240011991285815,-0.773689028416257,5,-1.01117431884647,-1.21533453792982,2,0.247605755188631,0.691049184116631,5,-0.575660613728473,-0.482073965007283,5,-0.462634369638674,-0.575726464212373,5,-1.03559930111374,-0.609033588166724,5
"43","5001300US0632",-0.471853267403311,-0.567985082455444,5,0.167567195314795,-0.295444135811108,5,0.571105349366858,0.347164808991268,5,2.78999275591587,2.8917933144528,1,0.256585394593764,-0.0586711067016298,5,0.854465264970872,0.911727001674032,5,-0.0749961405027106,0.185412540616733,5,-0.378915335166471,0.0684466236930238,5,-0.112957414408774,0.0162108993383117,5,-0.531401341288853,-0.323061171011819,5,-0.101928940261408,-0.0682816759325135,5,0.773682909724352,0.342361111098133,5,-0.333588587416487,-0.242832518321267,5
"44","5001300US0643",-0.591720079496584,-0.537367302467167,5,-0.67651733503136,-0.399664925398468,5,0.244028821618667,0.416397581712705,5,0.342296637151089,1.55665172150267,5,-0.305235462139537,-0.581900263726953,5,2.16901058153392,0.693982898903706,1,0.90558298368252,2.31810907768867,1,-0.552303234903977,-0.24205734039426,5,0.33534605460935,0.709849261871931,5,-0.511668175072837,-0.644373406238649,5,0.591307635579369,0.0886843116056358,5,1.43809488356642,1.17663968601779,1,-0.565978808855297,-0.922350844469202,5
"45","5001300US0635",-0.438365705414637,-0.525018724608059,5,0.797455227210646,0.212430805182092,5,0.794458943257129,0.128648015055212,5,2.75511123360993,2.196188972939,1,0.950278870325853,0.217422708377451,5,2.36238000530457,0.573191019814062,1,-0.601797200828638,-0.0603108574933658,5,-0.703807071706203,-0.0807730855784467,5,-0.374380017155846,-0.060890688352342,5,-1.21760553551353,-0.105123677960893,5,-0.128316523081378,-0.102073585108044,5,0.524828370059954,0.289517017971022,5,-0.423935798907538,-0.00430979527268211,5
"46","5001300US0613",-0.643704783846296,-0.603011765748501,5,-0.706719318659764,-0.445879150266601,5,-0.764536846723451,-0.473865205506931,5,-0.58251822961712,-0.105317853657457,5,-1.0949581874227,-0.553020630775015,5,0.0203523053275704,0.00050148819806381,5,1.12785949669954,1.35235726422124,1,-0.263066845611448,0.911759399740588,5,1.55517980624231,1.96843498824175,1,0.891608705194319,-0.566815071444429,5,0.144664895984534,0.137505855385051,5,1.02697389385786,0.189143268911466,5,-0.384906115658738,-0.53252732818694,5
"47","5001300US0626",1.46305316582454,0.0293774422576781,5,-0.373587821847328,-0.675735891764413,5,-0.0592001544519802,-0.345722430058814,5,1.07455631904162,0.0476583605856443,5,-0.153255445496651,-0.630372564317926,5,-1.16168175173449,-0.990337880982357,2,0.378871445728987,3.44567433460029,1,0.456596430746784,0.74273236944263,5,0.554732747567025,0.945833449664316,5,-0.851122315377239,-0.267701720111662,5,-0.0285449393525498,0.264149423479973,5,0.293801790995565,0.0720617229059033,5,0.048585460904414,-0.487681626218212,5
"48","5001300US0644",-0.492334597835695,-0.564433590431645,5,0.269327593980723,-0.477522825303656,5,1.13327257065856,0.52066333193917,5,2.03151457942158,1.77270196917057,1,-0.0350115986415055,-0.288415798115104,5,3.19228039464439,0.921332036679936,1,-0.561794123561267,1.2982650537636,5,-1.05743922302182,-0.161432407739757,5,-0.23805345897199,0.361577655153516,5,-0.865603156732563,-0.557113412940075,5,-0.348119218095789,0.134803248612928,5,1.580541946641,0.720562404691157,1,-0.838279952224654,-0.648436235321351,5
"49","5001300US0619",-0.405602215284791,1.27022439884502,5,0.554576736663793,-0.316110237244896,5,1.41473960973278,0.656282980399817,1,-0.538674320744623,0.555054137853011,5,-0.032735760239967,-0.390975908981957,5,-0.936248934968345,-0.611058269568995,5,0.65339278160321,0.548217709789216,5,-0.725535375861705,-0.697663161923423,5,1.24253150812339,1.00400331841844,1,-1.02339650912267,-0.622580916158541,5,-0.216683273957816,-0.427172198004572,5,0.586549784083079,-0.532652554563586,5,-0.87285907784502,-0.498774910228271,5
"50","5001300US1904",1.92971349570183,1.12513332456447,1,-0.139975059432692,-0.000154667207088618,5,1.19916081361226,0.637198625938324,1,0.713704066450382,-0.0112749690966306,5,0.30888798890948,0.0849722431412969,5,-0.139780333438169,0.00753538509787164,5,-0.41269280536947,-0.241382150421623,5,-0.804865411961019,0.246994842828588,5,-1.38136908911081,-1.04146463306474,2,0.422306379927848,0.427824002422583,5,-0.81846020508671,-0.517500341663364,5,-0.403377890167403,-0.506417344593563,5,-0.730599466118715,-0.416417666744901,5
